  267	  100	    8	  675	    7	 8274	 8761	   68	
 8610	 8380	  669	 8261	  232	 8645	 8267	  132	
  120	 8229	  374	 8789	  309	  647	  689	 8538	
  262	 8359	 8296	 8248	 8213	    6	  330	   57	
 8199	   82	  569	 8260	  267	  100	    8	  675	
 8424	  453	   75	 8324	 8610	 8380	  669	 8261	
 8501	 8839	 8881	  346	  120	 8229	  374	 8789	
   21	 8198	 8522	 8249	  262	 8359	 8296	 8248	
