 9059	   94	 2199	  400	  263	   59	  624	 8532	
   49	  824	 9124	 8626	  416	  156	 8822	  169	
 9380	  354	 1692	 8458	  354	 1492	 9441	 8867	
  119	  366	 8783	   93	  132	   97	  355	 8464	
 8649	  439	 8861	  233	  119	  110	  196	 8227	
 8818	  857	  505	  244	  835	 8672	 8418	   81	
 8399	 8523	  938	    5	   28	  744	 8583	 8571	
  464	  621	   53	   29	 8313	 8753	  519	 8210	
 1496	  535	 9609	 8853	 1261	 8581	10082	 8472	
 9243	 8225	 1658	 8461	  257	 1192	 9048	 8809	
  706	  396	 9828	 8611	  310	 8279	  384	  560	
 8930	 8358	 8319	  736	 8821	 1067	  551	 8253	
  463	  382	  436	  116	  713	  326	 8611	 8728	
 8718	  287	  464	  261	 9108	 8306	  691	  193	
  984	  570	10266	 8740	 8379	 8328	 8291	 8362	
  718	 8329	 8660	   73	  118	 8674	  129	 8302	
 9296	 8597	 1172	  542	 9004	  802	 1113	 8324	
 8199	   27	 8241	 8529	 8411	 8944	  550	 8256	
 8661	  465	 9384	 8503	 8973	  614	  327	  123	
  529	 8343	 9930	 8259	 8504	  995	 8430	 8276	
 1216	  265	   92	 8608	  263	 9030	 8802	 8299	
 8703	 9422	 1255	  217	 8353	  139	   24	  205	
 8641	 1002	  510	 8339	 8511	 1083	  793	  254	
  422	  625	  329	 8295	  147	 8957	 9080	   93	
 8337	  657	  677	  308	  464	   83	 8604	 8454	
  975	  574	 8937	 8680	   99	 8436	 8968	  297	
 9349	 8770	 1143	  116	  245	  441	 8344	 8232	
 8912	  670	  537	 8224	 8586	 1135	  784	 8714	
 8945	  583	 1007	 8534	 8382	 1422	 8204	 8487	
 8677	   46	 8477	 8615	  344	 8225	 8427	  418	
 8434	  594	  807	  218	  629	    6	  137	   60	
  876	 8449	 9022	 8240	 8401	 9524	  834	  117	
 1428	  797	10455	 8944	  446	 8199	 9400	   19	
  532	  903	 8584	 8295	 1100	 8898	 9878	  218	
  621	 8668	 9863	 8293	 8940	 8527	  432	  414	
 8386	 8431	  417	  522	 8332	  250	   89	  291	
 1123	 8358	 9900	   43	 8703	 9539	  496	  494	
 8500	 8383	 1206	 8217	  324	  730	 9516	 8875	
   79	    1	  564	   18	  880	 9797	 8998	   80	
 8536	 8306	    6	  400	 8600	  346	  268	   28	
 8678	 9651	  666	  340	 9334	  226	  577	  254	
 8425	 8213	 8471	  285	  431	  257	 9047	 8537	
 9321	 8335	 1420	  641	  577	 8655	  258	  304	
  240	  322	 1350	  123	  323	 9182	   64	 8396	
  966	 8470	 9929	 8813	  376	 8305	 9386	    7	
  472	  112	 9194	 8559	 8251	  261	  139	 8211	
 8757	  815	  625	 8492	 8214	   78	 8851	 8193	
  219	 8971	  525	  400	  360	   38	 9135	 8769	
 9580	  238	  969	  214	 8699	  326	 1106	 8242	
 8243	  123	 9260	 8273	 8672	  225	 1581	  545	
 8267	 1071	  551	 8398	 8202	  563	 1093	 8564	
 8975	  713	  558	 8424	 1111	  387	 9732	 8650	
 8910	  751	 8332	    7	 8353	 8355	  576	  146	
 8278	  199	  594	 8254	 1003	 8993	 9209	  242	
 8357	 1190	  149	 8440	 8252	 8614	  940	 8224	
  319	 1850	 8866	 8599	 1545	 8197	 8819	 8236	
 1118	  484	 9420	 8990	  301	 8614	 8655	 8412	
 1384	 9336	 8650	 8361	   13	 9488	 8752	  169	
 8722	 8513	   20	 8391	 8431	 9147	  376	  140	
   87	 8884	   72	  118	 8685	 8699	 8507	   40	
   53	 8325	 8615	  287	   85	 8217	 8696	    4	
 8569	 9197	   43	 8403	 8814	 1504	  509	 8495	
  700	  442	 8668	  206	  847	 8238	 8774	 8468	
 8983	  602	 8321	 8445	 8420	  876	   41	  123	
  274	   37	  811	 8279	  209	 8387	  270	 8717	
  442	 8357	 8283	  420	 8228	  346	   99	   48	
 8288	  548	   27	 8774	  299	 8693	 8667	 8770	
  473	 8878	 8783	 8538	  384	 8887	 9395	  467	
 8315	 8264	  272	  141	 8762	 8215	 8521	 8435	
 8853	 8528	  454	  158	  381	 1493	 8940	 8656	
 8721	 1180	  901	  231	 1236	  139	 9398	 8231	
 1098	 9552	 9167	  278	 9362	 8945	  990	 8276	
